chr	start	stop
ENSG00000169242	chr1	155127876	155134899
ENSG00000169241	chr1	155135344	155138857
ENSG00000179085	chr1	155139891	155140595
ENSG00000163463	chr1	155169408	155173475
ENSG00000173171	chr1	155208699	155213824
ENSG00000177628	chr1	155234452	155244699
ENSG00000160767	chr1	155247205	155255483
ENSG00000116521	chr1	155255979	155262430
ENSG00000176444	chr1	155262868	155278491
ENSG00000160752	chr1	155308748	155320666
ENSG00000160753	chr1	155320894	155331114
ENSG00000116539	chr1	155335268	155562807
ENSG00000125459	chr1	155610205	155614951
ENSG00000163374	chr1	155659443	155689000
ENSG00000132676	chr1	155687960	155739010
ENSG00000116580	chr1	155749662	155859400
ENSG00000143622	chr1	155897808	155911404
ENSG00000132680	chr1	155913045	155934413
ENSG00000163479	chr1	156009048	156020951
ENSG00000160803	chr1	156035299	156053798
ENSG00000116586	chr1	156054782	156058506
ENSG00000132698	chr1	156061160	156070504
ENSG00000160789	chr1	156082573	156140089
ENSG00000196189	chr1	156147366	156177752
ENSG00000160785	chr1	156193932	156212796
ENSG00000160783	chr1	156212993	156240042
ENSG00000198952	chr1	156249224	156282825
ENSG00000163472	chr1	156282935	156293185
ENSG00000198715	chr1	156290089	156295689
ENSG00000163468	chr1	156308968	156367873
ENSG00000116604	chr1	156463727	156500779
ENSG00000163382	chr1	156591762	156594299
ENSG00000160818	chr1	156594487	156601496
ENSG00000143320	chr1	156699606	156705816
ENSG00000143319	chr1	156721891	156728766
ENSG00000143303	chr1	156728442	156736960
ENSG00000143314	chr1	156737303	156741590
ENSG00000143321	chr1	156742109	156766925
ENSG00000143294	chr1	156750610	156800815
ENSG00000132694	chr1	156934840	157045370
ENSG00000117036	chr1	157121191	157138474
ENSG00000163565	chr1	158999968	159055155
ENSG00000158716	chr1	159780932	159782543
ENSG00000158710	chr1	159918107	159925507
ENSG00000085552	chr1	159927039	159945613
ENSG00000143315	chr1	160024953	160031990
ENSG00000162729	chr1	160091340	160098943
ENSG00000162734	chr1	160205380	160215376
ENSG00000132716	chr1	160215715	160262549
ENSG00000162735	chr1	160276812	160286348
ENSG00000122218	chr1	160288594	160343273
ENSG00000162736	chr1	160343316	160358952
ENSG00000158769	chr1	160995211	161021343
ENSG00000215845	chr1	161037631	161038977
ENSG00000143217	chr1	161070998	161089558
ENSG00000162755	chr1	161098361	161100346
ENSG00000143256	chr1	161100556	161118055
ENSG00000158793	chr1	161118086	161125445
ENSG00000158796	chr1	161120974	161132688
ENSG00000143222	chr1	161152776	161158856
ENSG00000143258	chr1	161159450	161165723
ENSG00000143224	chr1	161166056	161178013
ENSG00000158850	chr1	161171310	161177968
ENSG00000158864	chr1	161197104	161214395
ENSG00000158869	chr1	161215234	161220699
ENSG00000143252	chr1	161314381	161371964
ENSG00000081721	chr1	161749758	161757238
ENSG00000118217	chr1	161766320	161964070
ENSG00000152332	chr1	162497251	162529631
ENSG00000117143	chr1	162561506	162599842
ENSG00000162733	chr1	162631373	162787405
ENSG00000132196	chr1	162790702	162812817
ENSG00000143248	chr1	163111121	163321791
ENSG00000185630	chr1	164555584	164899296
ENSG00000143198	chr1	165631213	165661796
ENSG00000143149	chr1	165662216	165698863
ENSG00000143183	chr1	165724293	165827755
ENSG00000143179	chr1	165827614	165911618
ENSG00000143157	chr1	166839447	166856344
ENSG00000152382	chr1	166856510	166876264
ENSG00000143190	chr1	167220876	167427345
ENSG00000143162	chr1	167529117	167553805
ENSG00000197965	chr1	167721192	167791919
ENSG00000143158	chr1	167916675	167937072
ENSG00000143164	chr1	167935783	168075843
ENSG00000143155	chr1	168178962	168202109
ENSG00000213064	chr1	168225938	168253021
ENSG00000143153	chr1	169105697	169132722
ENSG00000143156	chr1	169132531	169367948
ENSG00000117475	chr1	169367970	169396540
ENSG00000117479	chr1	169463909	169485944
ENSG00000198734	chr1	169511951	169586588
ENSG00000171806	chr1	169792529	169794963
ENSG00000000457	chr1	169849631	169894267
ENSG00000075945	chr1	169921326	170085208
ENSG00000116132	chr1	170662728	170739421
ENSG00000117523	chr1	171485551	171593511
ENSG00000117533	chr1	171700160	171742074
ENSG00000010165	chr1	171781660	171814023
ENSG00000135845	chr1	172370189	172444086
ENSG00000094975	chr1	172532349	172611833
ENSG00000117592	chr1	173477330	173488815
ENSG00000076321	chr1	173714941	173786692
ENSG00000117593	chr1	173824653	173858808
ENSG00000185278	chr1	173868082	173903549
ENSG00000135870	chr1	173931084	174022357
ENSG00000152061	chr1	174159410	174995308
ENSG00000116161	chr1	174999163	175012027
ENSG00000120333	chr1	175010789	175023425
ENSG00000235750	chr1	175156986	175192999
ENSG00000143207	chr1	175944831	176207286
ENSG00000075391	chr1	178094141	178484147
ENSG00000116191	chr1	178725147	178921841
ENSG00000116199	chr1	179025804	179076567
ENSG00000186283	chr1	179082070	179098023
ENSG00000143322	chr1	179099330	179229684
ENSG00000057252	chr1	179293714	179358680
ENSG00000169905	chr1	179839967	179877803
ENSG00000143337	chr1	179882042	179925000
ENSG00000135837	chr1	179954773	180114875
ENSG00000116260	chr1	180154869	180204030
ENSG00000230124	chr1	180269653	180502954
ENSG00000143324	chr1	180632022	180890279
ENSG00000135823	chr1	180972712	181023121
ENSG00000153029	chr1	181033425	181061938
ENSG00000162783	chr1	181088700	181092900
ENSG00000135821	chr1	182378098	182392206
ENSG00000135828	chr1	182573634	182589256
ENSG00000135829	chr1	182839347	182887982
ENSG00000135862	chr1	183023420	183145592
ENSG00000116698	chr1	183472216	183598246
ENSG00000162704	chr1	183620846	183635783
ENSG00000143344	chr1	183636085	183928531
ENSG00000198860	chr1	184051651	184123978
ENSG00000116667	chr1	184387029	184629019
ENSG00000116406	chr1	184690237	184754907
ENSG00000135842	chr1	184790724	184974508
ENSG00000121481	chr1	185045526	185102603
ENSG00000121486	chr1	185118101	185157072
ENSG00000116668	chr1	185157080	185291781
ENSG00000116679	chr1	185296388	185317273
ENSG00000047410	chr1	186311652	186375693
ENSG00000157181	chr1	186375838	186421378
ENSG00000073756	chr1	186671791	186680423
ENSG00000230426	chr1	187070700	187686628
ENSG00000162670	chr1	190097658	190478404
ENSG00000090104	chr1	192575763	192580024
ENSG00000116741	chr1	192809039	192812275
ENSG00000116750	chr1	193012250	193060080
ENSG00000116747	chr1	193059422	193091777
ENSG00000023572	chr1	193090866	193106114
ENSG00000134371	chr1	193121983	193254815
ENSG00000000971	chr1	196652043	196747504
ENSG00000177888	chr1	197153680	197200542
ENSG00000213047	chr1	197504748	197775696
ENSG00000203724	chr1	197902630	197907367
ENSG00000151414	chr1	198156994	198322420
ENSG00000162702	chr1	200404940	200410056
ENSG00000118197	chr1	200623896	200669907
ENSG00000118200	chr1	200739558	200860704
ENSG00000116857	chr1	201134772	201171574
ENSG00000081277	chr1	201283452	201332993
ENSG00000159166	chr1	201380833	201399915
ENSG00000174307	chr1	201464278	201469237
ENSG00000159176	chr1	201483530	201509456
ENSG00000198700	chr1	201829149	201884291
ENSG00000198892	chr1	201888680	201892587
ENSG00000163431	chr1	201896456	201946588
ENSG00000134375	chr1	201955503	201970664
ENSG00000176393	chr1	201982372	202006147
ENSG00000163435	chr1	202007945	202017183
ENSG00000143862	chr1	202133404	202144743
ENSG00000077157	chr1	202348699	202592706
ENSG00000117139	chr1	202724495	202808487
ENSG00000228288	chr1	202810954	202812156
ENSG00000183155	chr1	202878282	202889149
ENSG00000117153	chr1	202891116	202928636
ENSG00000159346	chr1	202940826	202958572
ENSG00000159348	chr1	202961873	202967275
ENSG00000163444	chr1	203007374	203024848
ENSG00000159388	chr1	203305491	203309602
ENSG00000122176	chr1	203340628	203351758
ENSG00000188783	chr1	203475806	203491352
ENSG00000058668	chr1	203626561	203744081
ENSG00000182004	chr1	203861599	203871152
ENSG00000143842	chr1	204073115	204127743
ENSG00000174567	chr1	204198163	204213988
ENSG00000143850	chr1	204218853	204377665
ENSG00000158615	chr1	204403381	204411817
ENSG00000198625	chr1	204516379	204558120
ENSG00000117222	chr1	205086142	205122015
ENSG00000133059	chr1	205142505	205211702
ENSG00000158711	chr1	205597556	205632011
ENSG00000158715	chr1	205657851	205680509
ENSG00000069275	chr1	205712822	205750182
ENSG00000117280	chr1	205767986	205775482
ENSG00000133065	chr1	205789094	205813748
ENSG00000143486	chr1	206571292	206612465
ENSG00000162889	chr1	206684905	206734281
ENSG00000162896	chr1	206928522	206946466
ENSG00000182795	chr1	207018522	207032756
ENSG00000123836	chr1	207034366	207081024
ENSG00000196352	chr1	207321532	207386804
ENSG00000117335	chr1	207752054	207795513
ENSG00000203709	chr1	207801518	207879115
ENSG00000196878	chr1	209614870	209652425
ENSG00000123689	chr1	209675412	209676390
ENSG00000117595	chr1	209785617	209806175
ENSG00000117597	chr1	209827972	209857565
ENSG00000054392	chr1	210328252	210676296
ENSG00000117625	chr1	211258377	211316385
ENSG00000153363	chr1	211382736	211435570
ENSG00000170385	chr1	211571568	211579161
ENSG00000123684	chr1	211743457	211830763
ENSG00000143493	chr1	211940399	212035557
ENSG00000066027	chr1	212285410	212361853
ENSG00000065600	chr1	212363931	212414901
ENSG00000117691	chr1	212432920	212446379
ENSG00000162772	chr1	212565334	212620777
ENSG00000117697	chr1	212726153	212791782
ENSG00000203705	chr1	212791828	212816830
ENSG00000162769	chr1	212858275	212899363
ENSG00000174606	chr1	212992182	213015867
ENSG00000136643	chr1	213051233	213274774
ENSG00000143499	chr1	214281102	214337131
ENSG00000152104	chr1	214348700	214552449
ENSG00000136636	chr1	215567304	215621807
ENSG00000196482	chr1	216503246	217137755
ENSG00000092978	chr1	217426992	217631090
ENSG00000067533	chr1	218285293	218337983
ENSG00000143353	chr1	219173869	219212865
ENSG00000136628	chr1	219968600	220046530
ENSG00000162813	chr1	220057482	220090462
ENSG00000067704	chr1	220094132	220148041
ENSG00000118873	chr1	220148293	220272453
ENSG00000162817	chr1	220690363	220699153
ENSG00000117791	chr1	220748225	220784815
ENSG00000186205	chr1	220786913	220819659
ENSG00000143507	chr1	221701424	221742089
ENSG00000154305	chr1	222618097	222668007
ENSG00000186063	chr1	222668013	222713210
ENSG00000162819	chr1	222712553	222735196
ENSG00000228106	chr1	222815022	222837384
ENSG00000162909	chr1	223701593	223776018
ENSG00000143514	chr1	223779893	223845954
ENSG00000143756	chr1	224114111	224162047
ENSG00000143753	chr1	224175756	224193441
ENSG00000143748	chr1	224227334	224330189
ENSG00000143771	chr1	224356858	224379459
ENSG00000162923	chr1	224385143	224437033
ENSG00000143815	chr1	225401502	225428925
ENSG00000154380	chr1	225486835	225653142
ENSG00000143742	chr1	225777813	225790468
ENSG00000143819	chr1	225810092	225845563
ENSG00000242861	chr1	225840883	225846522
ENSG00000196187	chr1	225845536	225882380
ENSG00000143811	chr1	225919877	225924340
ENSG00000143751	chr1	225982702	225999343
ENSG00000163041	chr1	226061851	226073212
ENSG00000182827	chr1	226144679	226186741
ENSG00000143799	chr1	226360691	226408093
ENSG00000143772	chr1	226631690	226739323
ENSG00000143801	chr1	226870184	226896105
ENSG00000163050	chr1	226897536	226987545
ENSG00000143776	chr1	226989865	227318474
ENSG00000181450	chr1	227563543	227677443
ENSG00000143740	chr1	227728539	227781231
ENSG00000081692	chr1	227730425	227735411
ENSG00000143761	chr1	228082660	228099212
ENSG00000143793	chr1	228100726	228105411
ENSG00000162910	chr1	228106679	228109312
ENSG00000143774	chr1	228139962	228148984
ENSG00000154370	chr1	228393673	228406835
ENSG00000181218	chr1	228456979	228457873
ENSG00000168159	chr1	228487382	228496188
ENSG00000116574	chr1	228735479	228746664
ENSG00000168118	chr1	229271062	229305894
ENSG00000069248	chr1	229440259	229508341
ENSG00000135776	chr1	229516582	229558707
ENSG00000135801	chr1	229593111	229626047
ENSG00000143641	chr1	230057990	230282122
ENSG00000135775	chr1	230642481	230693982
ENSG00000119280	chr1	230837119	230869589
ENSG00000173409	chr1	230978981	231000733
ENSG00000143633	chr1	231223763	231241187
ENSG00000116906	chr1	231241207	231277973
ENSG00000116903	chr1	231332753	231337852
ENSG00000135766	chr1	231363751	231422287
ENSG00000233461	chr1	231520729	231528618
ENSG00000116918	chr1	231528541	231566524
ENSG00000135778	chr1	232950605	232983882
ENSG00000135749	chr1	232983435	233295725
ENSG00000135750	chr1	233614106	233672514
ENSG00000231663	chr1	234372807	234373593
ENSG00000168275	chr1	234373456	234385080
ENSG00000059588	chr1	234391313	234479179
ENSG00000168264	chr1	234604269	234609525
ENSG00000173726	chr1	235109341	235128837
ENSG00000054267	chr1	235131634	235328219
ENSG00000152904	chr1	235327350	235344532
ENSG00000168243	chr1	235547685	235650754
ENSG00000143669	chr1	235661041	235883640
ENSG00000116962	chr1	235975830	236065109
ENSG00000077585	chr1	236142505	236221865
ENSG00000086619	chr1	236215101	236281958
ENSG00000116977	chr1	236518000	236552981
ENSG00000119285	chr1	236549005	236604516
ENSG00000116984	chr1	236795292	236921278
ENSG00000091483	chr1	241497603	241519755
ENSG00000054282	chr1	243256034	243500091
ENSG00000117020	chr1	243488233	243851079
ENSG00000179456	chr1	244048939	244057476
ENSG00000035687	chr1	244408494	244451909
ENSG00000121644	chr1	244653103	244709033
ENSG00000203667	chr1	244835616	244845057
ENSG00000153187	chr1	244840638	244864560
ENSG00000203666	chr1	244969705	245127164
ENSG00000185420	chr1	245749342	246507312
ENSG00000162851	chr1	246540561	246566261
ENSG00000162852	chr1	246566444	246668595
ENSG00000143653	chr1	246724409	246768137
ENSG00000153207	chr1	246839098	246931948
ENSG00000162714	chr1	247297412	247331846
ENSG00000175137	chr1	248810446	248825915
ENSG00000171161	chr1	248838210	248849517
ENSG00000171163	chr1	248850006	248859144
ENSG00000035115	chr2	217730	266398
ENSG00000143727	chr2	264140	278283
ENSG00000151353	chr2	663877	677406
ENSG00000235688	chr2	949627	950274
ENSG00000130508	chr2	1631887	1744852
ENSG00000032389	chr2	3188925	3377882
ENSG00000171853	chr2	3379675	3485094
ENSG00000182551	chr2	3497366	3519531
ENSG00000234171	chr2	3558474	3564842
ENSG00000171863	chr2	3575260	3580920
ENSG00000151692	chr2	6917412	7068286
ENSG00000115738	chr2	8678845	8684461
ENSG00000134313	chr2	8721081	8837630
ENSG00000143797	chr2	8852690	9003709
ENSG00000119185	chr2	9403475	9423547
ENSG00000119203	chr2	9423651	9473101
ENSG00000134330	chr2	9473658	9496543
ENSG00000151694	chr2	9488486	9556732
ENSG00000134308	chr2	9583967	9630997
ENSG00000115750	chr2	9843443	9934416
ENSG00000269973	chr2	9936360	9939590
ENSG00000134317	chr2	9951693	10002277
ENSG00000172059	chr2	10042849	10054836
ENSG00000115756	chr2	10302889	10427617
ENSG00000115758	chr2	10439968	10448327
ENSG00000115761	chr2	10570754	10689987
ENSG00000143870	chr2	10783391	10837977
ENSG00000162976	chr2	11155198	11178870
ENSG00000134318	chr2	11179759	11348330
ENSG00000169016	chr2	11444375	11466177
ENSG00000196208	chr2	11482341	11642788
ENSG00000134324	chr2	11677595	11827409
ENSG00000071575	chr2	12716889	12742734
ENSG00000162981	chr2	14632700	14650814
ENSG00000151779	chr2	15166914	15561334
ENSG00000079785	chr2	15591178	15631111
ENSG00000197872	chr2	16549459	16666331
ENSG00000163029	chr2	17663812	17800242
ENSG00000170745	chr2	17877847	18361616
ENSG00000240857	chr2	18554723	18560679
ENSG00000183891	chr2	19896631	19901983
ENSG00000118965	chr2	19910260	19990131
ENSG00000068697	chr2	20032650	20051628
ENSG00000115884	chr2	20200797	20225433
ENSG00000055917	chr2	20248691	20352234
ENSG00000143878	chr2	20447074	20449440
ENSG00000118960	chr2	20560448	20651130
ENSG00000118961	chr2	20684014	20823130
ENSG00000173960	chr2	23927285	24004909
ENSG00000119782	chr2	24049701	24063681
ENSG00000115128	chr2	24067586	24076373
ENSG00000219626	chr2	24076526	24169640
ENSG00000115129	chr2	24077433	24085861
ENSG00000198399	chr2	24202864	24360714
ENSG00000084676	chr2	24491914	24770702
ENSG00000184924	chr2	24789734	24793382
ENSG00000224165	chr2	24971390	25039716
ENSG00000119772	chr2	25227855	25342590
ENSG00000138101	chr2	25377198	25673647
ENSG00000143970	chr2	25733753	25878487
ENSG00000084733	chr2	26034084	26137454
ENSG00000084754	chr2	26190635	26244672
ENSG00000138029	chr2	26243170	26290465
ENSG00000138018	chr2	26308547	26395891
ENSG00000171303	chr2	26692690	26733420
ENSG00000213699	chr2	26764284	26781231
ENSG00000084764	chr2	26970637	27027219
ENSG00000119777	chr2	27032910	27041694
ENSG00000084693	chr2	27042364	27070622
ENSG00000228474	chr2	27070472	27071654
ENSG00000138080	chr2	27078615	27086403
ENSG00000138028	chr2	27098889	27119128
ENSG00000138073	chr2	27130756	27134666
ENSG00000138074	chr2	27199587	27212958
ENSG00000138085	chr2	27212027	27217178
ENSG00000084774	chr2	27217369	27243943
ENSG00000115204	chr2	27309492	27325680
ENSG00000115207	chr2	27325849	27357034
ENSG00000115211	chr2	27364352	27370457
ENSG00000115234	chr2	27370496	27377535
ENSG00000163795	chr2	27377235	27380790
ENSG00000115241	chr2	27381195	27409591
ENSG00000115216	chr2	27427790	27442259
ENSG00000157992	chr2	27442366	27446481
ENSG00000138002	chr2	27444377	27489789
ENSG00000115226	chr2	27491883	27495200
ENSG00000243943	chr2	27582969	27623217
ENSG00000198522	chr2	27628247	27651511
ENSG00000119760	chr2	27650809	27663840
ENSG00000163798	chr2	27663471	27694976
ENSG00000243147	chr2	27771717	27988087
ENSG00000158019	chr2	27889941	28338901
ENSG00000075426	chr2	28392448	28417317
ENSG00000226833	chr2	28707511	28751722
ENSG00000213639	chr2	28751640	28802940
ENSG00000171103	chr2	28849821	28870309
ENSG00000163811	chr2	28894667	28948219
ENSG00000115295	chr2	29097705	29189643
ENSG00000119801	chr2	30146941	30160533
ENSG00000213626	chr2	30231534	30323730
ENSG00000172954	chr2	30447226	30644225
ENSG00000277893	chr2	31522480	31580938
ENSG00000162959	chr2	31865060	32011230
ENSG00000162961	chr2	31867809	32039805
ENSG00000021574	chr2	32063547	32157637
ENSG00000152683	chr2	32165841	32224379
ENSG00000119820	chr2	32277904	32316594
ENSG00000115760	chr2	32357028	32618899
ENSG00000018699	chr2	32628032	32821051
ENSG00000049323	chr2	32946953	33399509
ENSG00000119812	chr2	33583660	33599382
ENSG00000150938	chr2	36355778	36551135
ENSG00000171055	chr2	36531805	36646087
ENSG00000115808	chr2	36837698	36966536
ENSG00000008869	chr2	36968383	37084372
ENSG00000055332	chr2	37099210	37157065
ENSG00000218739	chr2	37196488	37216193
ENSG00000115816	chr2	37201612	37231596
ENSG00000115825	chr2	37250502	37324808
ENSG00000115828	chr2	37342827	37373322
ENSG00000163171	chr2	37641882	37738468
ENSG00000138061	chr2	38066973	38109902
ENSG00000119787	chr2	38293954	38377285
ENSG00000143889	chr2	38561969	38603586
ENSG00000143891	chr2	38666081	38741237
ENSG00000115875	chr2	38743599	38751494
ENSG00000152147	chr2	38751534	38785002
ENSG00000163214	chr2	38797729	38875934
ENSG00000188010	chr2	38875962	38929072
ENSG00000115904	chr2	38981549	39124345
ENSG00000011566	chr2	39249266	39437301
ENSG00000152154	chr2	39664982	39717963
ENSG00000138050	chr2	39736060	39779267
ENSG00000183023	chr2	40097270	40611053
ENSG00000143924	chr2	42169353	42332548
ENSG00000115944	chr2	42333546	42425088
ENSG00000057935	chr2	42494569	42756947
ENSG00000162882	chr2	42767089	42792593
ENSG00000152518	chr2	43222402	43226606
ENSG00000115970	chr2	43230836	43596046
ENSG00000138036	chr2	43774039	43810010
